Dia,Hora,Temperatura,Umidade
01/01/17,12:00:00,26.4,84
01/01/17,12:15:00,26.2,82
01/01/17,12:30:00,26.4,81
01/01/17,12:45:00,26.2,82
01/01/17,01:00:00,25.4,82
01/01/17,01:15:00,25.2,84
01/01/17,01:30:00,24.9,87
01/01/17,01:45:00,24.7,88
01/01/17,02:00:00,24.7,87
01/01/17,02:15:00,24.5,86
01/01/17,02:30:00,24.2,87
01/01/17,02:45:00,24.2,86
01/01/17,03:00:00,24.5,87
01/01/17,03:15:00,24.7,88
01/01/17,03:30:00,24.2,89
01/01/17,03:45:00,24.2,90
01/01/17,04:00:00,24,91
01/01/17,04:15:00,23.7,92
01/01/17,04:30:00,23.7,91
01/01/17,04:45:00,23.7,88
01/01/17,05:00:00,23.7,88
01/01/17,05:15:00,24.2,85
01/01/17,05:30:00,23.7,87
01/01/17,05:45:00,24,86
01/01/17,06:00:00,23.7,87
01/01/17,06:15:00,24,87
01/01/17,06:30:00,24,87
01/01/17,06:45:00,23.7,88
01/01/17,07:00:00,23.7,89
01/01/17,07:15:00,24.5,86
01/01/17,07:30:00,25.4,81
01/01/17,07:45:00,26.7,76
01/01/17,08:00:00,27.4,70
01/01/17,08:15:00,28.4,67
01/01/17,08:30:00,28.6,67
01/01/17,08:45:00,28.6,65
01/01/17,09:00:00,28.6,63
01/01/17,09:15:00,29.1,64
01/01/17,09:30:00,30.1,60
01/01/17,09:45:00,30.6,61
01/01/17,10:00:00,31,59
01/01/17,10:15:00,30.3,61
01/01/17,10:30:00,31,56
01/01/17,10:45:00,32.3,55
01/01/17,11:00:00,32.5,48
01/01/17,11:15:00,33.2,51
01/01/17,11:30:00,33.2,47
01/01/17,11:45:00,33.2,44
01/01/17,12:00:00,33.5,43
01/01/17,12:15:00,34.5,43
01/01/17,12:30:00,34.5,41
01/01/17,12:45:00,35,41
01/01/17,01:00:00,35.4,40
01/01/17,01:15:00,36.7,40
01/01/17,01:30:00,35.2,42
01/01/17,01:45:00,35.9,44
01/01/17,02:00:00,35.7,43
01/01/17,02:15:00,35.2,48
01/01/17,02:30:00,35,46
01/01/17,02:45:00,35,47
01/01/17,03:00:00,34.7,46
01/01/17,03:15:00,34.5,51
01/01/17,03:30:00,33.7,55
01/01/17,03:45:00,33.2,56
01/01/17,04:00:00,33.2,54
01/01/17,04:15:00,33,58
01/01/17,04:30:00,32.8,57
01/01/17,04:45:00,32.5,60
01/01/17,05:00:00,31.3,61
01/01/17,05:15:00,31.5,61
01/01/17,05:30:00,31.8,57
01/01/17,05:45:00,32.3,55
01/01/17,06:00:00,31.3,56
01/01/17,06:15:00,31.3,57
01/01/17,06:30:00,30.6,65
01/01/17,06:45:00,29.8,64
01/01/17,07:00:00,29.6,61
01/01/17,07:15:00,29.3,64
01/01/17,07:30:00,28.6,67
01/01/17,07:45:00,27.9,69
01/01/17,08:00:00,27.6,69
01/01/17,08:15:00,27.4,72
01/01/17,08:30:00,26.9,75
01/01/17,08:45:00,26.4,73
01/01/17,09:00:00,26.4,71
01/01/17,09:15:00,25.9,71
01/01/17,09:30:00,25.7,69
01/01/17,09:45:00,25.7,72
01/01/17,10:00:00,25.9,69
01/01/17,10:15:00,25.7,69
01/01/17,10:30:00,25.7,71
01/01/17,10:45:00,25.4,75
01/01/17,11:00:00,25.7,75
01/01/17,11:15:00,25.7,74
01/01/17,11:30:00,25.4,76
01/01/17,11:45:00,25.4,76
02/01/17,12:00:00,25.4,78
02/01/17,12:15:00,25.4,77
02/01/17,12:30:00,25.2,78
02/01/17,12:45:00,25.4,76
02/01/17,01:00:00,25.4,73
02/01/17,01:15:00,25.4,75
02/01/17,01:30:00,25.4,78
02/01/17,01:45:00,25.4,80
02/01/17,02:00:00,25.2,83
02/01/17,02:15:00,24.9,85
02/01/17,02:30:00,24.7,87
02/01/17,02:45:00,24.5,88
02/01/17,03:00:00,24.5,88
02/01/17,04:15:00,24,83
02/01/17,04:30:00,24,83
02/01/17,04:45:00,24,82
02/01/17,05:00:00,23.7,84
02/01/17,05:15:00,23.7,84
02/01/17,05:30:00,23.7,82
02/01/17,05:45:00,23.5,82
02/01/17,06:00:00,23.5,82
02/01/17,06:15:00,23.5,83
02/01/17,06:30:00,23.7,82
02/01/17,06:45:00,24.2,81
02/01/17,07:00:00,24.2,81
02/01/17,07:15:00,24.7,81
02/01/17,07:30:00,25.2,80
02/01/17,07:45:00,25.7,80
02/01/17,08:00:00,26.4,78
02/01/17,08:15:00,26.9,76
02/01/17,08:30:00,27.1,75
02/01/17,08:45:00,27.6,74
02/01/17,09:00:00,28.6,68
02/01/17,09:15:00,29.1,67
02/01/17,09:30:00,29.6,66
02/01/17,09:45:00,29.1,67
02/01/17,10:00:00,29.3,68
02/01/17,10:15:00,30.1,64
02/01/17,10:30:00,30.8,62
02/01/17,10:45:00,31.3,58
02/01/17,11:00:00,31.3,57
02/01/17,11:15:00,31.3,62
02/01/17,11:30:00,31.8,61
02/01/17,11:45:00,32.5,56
02/01/17,12:00:00,33.7,53
02/01/17,12:15:00,32.5,61
02/01/17,12:30:00,31.3,63
02/01/17,12:45:00,32.3,62
02/01/17,01:00:00,31.8,71
02/01/17,01:15:00,30.3,73
02/01/17,01:30:00,32.3,65
02/01/17,01:45:00,32.3,62
02/01/17,02:00:00,31.8,61
02/01/17,02:15:00,31.5,60
02/01/17,02:30:00,30.6,65
02/01/17,02:45:00,29.6,72
02/01/17,03:00:00,29.8,70
02/01/17,03:15:00,29.3,73
02/01/17,03:30:00,29.6,68
02/01/17,03:45:00,29.6,63
02/01/17,04:00:00,29.3,64
02/01/17,04:15:00,28.8,67
02/01/17,04:30:00,29.1,68
02/01/17,04:45:00,28.8,68
02/01/17,05:00:00,28.8,75
02/01/17,05:15:00,28.1,78
02/01/17,05:30:00,27.9,79
02/01/17,05:45:00,27.6,82
02/01/17,06:00:00,27.4,81
02/01/17,06:15:00,27.1,79
02/01/17,06:30:00,27.1,78
02/01/17,06:45:00,26.9,78
02/01/17,07:00:00,26.7,80
02/01/17,07:15:00,26.4,80
02/01/17,07:30:00,26.4,81
02/01/17,07:45:00,26.4,81
02/01/17,08:00:00,26.4,77
02/01/17,08:15:00,25.9,82
02/01/17,08:30:00,25.7,82
02/01/17,08:45:00,25.4,82
02/01/17,09:00:00,25.2,84
02/01/17,09:15:00,24.9,84
02/01/17,09:30:00,25.2,84
02/01/17,09:45:00,24.9,85
02/01/17,10:00:00,24.9,84
02/01/17,10:15:00,24.5,86
02/01/17,10:30:00,24.2,88
02/01/17,10:45:00,24.5,84
02/01/17,11:00:00,24.2,85
02/01/17,11:15:00,24,87
02/01/17,11:30:00,23.5,88
02/01/17,11:45:00,23.5,89
03/01/17,12:00:00,23.5,89
03/01/17,12:15:00,23.2,90
03/01/17,12:30:00,23.2,90
03/01/17,12:45:00,22.7,91
03/01/17,01:00:00,22.7,92
03/01/17,01:15:00,22.7,93
03/01/17,01:30:00,22.7,93
03/01/17,01:45:00,22.7,93
03/01/17,02:00:00,22.7,93
03/01/17,02:15:00,23.2,94
03/01/17,02:30:00,23.7,92
03/01/17,02:45:00,24.2,91
03/01/17,03:00:00,24.5,90
03/01/17,04:15:00,24,91
03/01/17,04:30:00,23.7,93
03/01/17,04:45:00,23.5,94
03/01/17,05:00:00,23.2,95
03/01/17,05:15:00,23,95
03/01/17,05:30:00,23,95
03/01/17,05:45:00,22.7,96
03/01/17,06:00:00,23,96
03/01/17,06:15:00,23,96
03/01/17,06:30:00,23,96
03/01/17,06:45:00,23,96
03/01/17,07:00:00,23,96
03/01/17,07:15:00,23,96
03/01/17,07:30:00,23.5,96
03/01/17,07:45:00,24.5,95
03/01/17,08:00:00,26.2,85
03/01/17,08:15:00,25.7,87
03/01/17,08:30:00,26.9,81
03/01/17,08:45:00,26.9,82
03/01/17,09:00:00,27.4,81
03/01/17,09:15:00,27.4,78
03/01/17,09:30:00,27.1,78
03/01/17,09:45:00,29.3,73
03/01/17,10:00:00,28.1,75
03/01/17,10:15:00,27.6,76
03/01/17,10:30:00,28.8,77
03/01/17,10:45:00,29.3,73
03/01/17,11:00:00,28.8,74
03/01/17,11:15:00,29.3,75
03/01/17,11:30:00,29.1,78
03/01/17,11:45:00,28.6,79
03/01/17,12:00:00,26.7,86
03/01/17,12:15:00,28.6,80
03/01/17,12:30:00,27.9,81
03/01/17,12:45:00,29.3,75
03/01/17,01:00:00,27.6,82
03/01/17,01:15:00,26.7,88
03/01/17,01:30:00,26.4,86
03/01/17,01:45:00,26.4,86
03/01/17,02:00:00,26.9,83
03/01/17,02:15:00,27.1,83
03/01/17,02:30:00,28.1,80
03/01/17,02:45:00,27.9,78
03/01/17,03:00:00,28.6,73
03/01/17,03:15:00,28.8,72
03/01/17,03:30:00,29.3,72
03/01/17,03:45:00,29.1,73
03/01/17,04:00:00,29.1,73
03/01/17,04:15:00,30.6,68
03/01/17,04:30:00,28.6,71
03/01/17,04:45:00,28.6,71
03/01/17,05:00:00,28.4,73
03/01/17,05:15:00,28.4,71
03/01/17,05:30:00,26.9,79
03/01/17,05:45:00,26.4,80
03/01/17,06:00:00,26.2,81
03/01/17,06:15:00,25.9,81
03/01/17,06:30:00,25.7,81
03/01/17,06:45:00,25.7,82
03/01/17,07:00:00,25.7,83
03/01/17,07:15:00,25.4,83
03/01/17,07:30:00,25.4,82
03/01/17,07:45:00,25.4,81
03/01/17,08:00:00,25.4,79
03/01/17,08:15:00,25.2,80
03/01/17,08:30:00,24.9,81
03/01/17,08:45:00,24.9,81
03/01/17,09:00:00,24.7,82
03/01/17,09:15:00,24.2,84
03/01/17,09:30:00,24.2,84
03/01/17,09:45:00,23.7,86
03/01/17,10:00:00,23.7,86
03/01/17,10:15:00,23.5,88
03/01/17,10:30:00,23.2,88
03/01/17,10:45:00,22.7,90
03/01/17,11:00:00,22.7,91
03/01/17,11:15:00,22.5,92
03/01/17,11:30:00,22.5,91
03/01/17,11:45:00,22.3,90
04/01/17,12:00:00,22,90
04/01/17,12:15:00,21.5,91
04/01/17,12:30:00,21.5,91
04/01/17,12:45:00,21.5,90
04/01/17,01:00:00,21.5,91
04/01/17,01:15:00,21.5,93
04/01/17,01:30:00,21.8,93
04/01/17,01:45:00,21.8,92
04/01/17,02:00:00,21.8,91
04/01/17,02:15:00,21.8,89
04/01/17,02:30:00,21.5,89
04/01/17,02:45:00,21.8,88
04/01/17,03:00:00,21.5,89
04/01/17,04:15:00,21,93
04/01/17,04:30:00,21.3,92
04/01/17,04:45:00,21,93
04/01/17,05:00:00,21,94
04/01/17,05:15:00,21,94
04/01/17,05:30:00,21.3,93
04/01/17,05:45:00,21.8,90
04/01/17,06:00:00,21.8,90
04/01/17,06:15:00,21.8,91
04/01/17,06:30:00,21.8,92
04/01/17,06:45:00,22,93
04/01/17,07:00:00,22.3,91
04/01/17,07:15:00,22.7,85
04/01/17,07:30:00,22.7,83
04/01/17,07:45:00,24.7,77
04/01/17,08:00:00,26.9,68
04/01/17,08:15:00,27.9,66
04/01/17,08:30:00,28.1,64
04/01/17,08:45:00,28.6,62
04/01/17,09:00:00,29.3,59
04/01/17,09:15:00,29.1,61
04/01/17,09:30:00,29.6,57
04/01/17,09:45:00,30.6,54
04/01/17,10:00:00,30.6,55
04/01/17,10:15:00,30.1,56
04/01/17,10:30:00,30.6,56
04/01/17,10:45:00,30.6,56
04/01/17,11:00:00,31.5,51
04/01/17,11:15:00,31.8,49
04/01/17,11:30:00,32,46
04/01/17,11:45:00,31.8,47
04/01/17,12:00:00,32.8,45
04/01/17,12:15:00,33,48
04/01/17,12:30:00,33,47
04/01/17,12:45:00,32.8,47
04/01/17,01:00:00,32.8,47
04/01/17,01:15:00,33.2,44
04/01/17,01:30:00,33.2,44
04/01/17,01:45:00,33.7,43
04/01/17,02:00:00,34,42
04/01/17,02:15:00,34,46
04/01/17,02:30:00,34,42
04/01/17,02:45:00,34.7,41
04/01/17,03:00:00,34,42
04/01/17,03:15:00,34.7,38
04/01/17,03:30:00,34.7,39
04/01/17,03:45:00,34,41
04/01/17,04:00:00,34.2,42
04/01/17,04:15:00,34.2,43
04/01/17,04:30:00,34,52
04/01/17,04:45:00,33,53
04/01/17,05:00:00,33,48
04/01/17,05:15:00,32.5,51
04/01/17,05:30:00,32.3,53
04/01/17,05:45:00,32.3,53
04/01/17,06:00:00,31.5,50
04/01/17,06:15:00,31.8,51
04/01/17,06:30:00,31.5,57
04/01/17,06:45:00,30.6,58
04/01/17,07:00:00,29.3,62
04/01/17,07:15:00,28.8,63
04/01/17,07:30:00,28.1,67
04/01/17,07:45:00,27.4,70
04/01/17,08:00:00,27.1,71
04/01/17,08:15:00,26.7,72
04/01/17,08:30:00,26.4,73
04/01/17,08:45:00,26.2,73
04/01/17,09:00:00,26.2,72
04/01/17,09:15:00,25.7,73
04/01/17,09:30:00,25.7,75
04/01/17,09:45:00,25.4,76
04/01/17,10:00:00,25.2,78
04/01/17,10:15:00,24.9,79
04/01/17,10:30:00,24.9,80
04/01/17,10:45:00,24.9,82
04/01/17,11:00:00,24.9,84
04/01/17,11:15:00,24.7,84
04/01/17,11:30:00,24.7,83
04/01/17,11:45:00,24.7,83
05/01/17,12:00:00,24.2,84
05/01/17,12:15:00,24.2,85
05/01/17,12:30:00,24.2,86
05/01/17,12:45:00,24.2,85
05/01/17,01:00:00,24.2,84
05/01/17,01:15:00,24.2,85
05/01/17,01:30:00,24.2,85
05/01/17,01:45:00,24,86
05/01/17,02:00:00,24,85
05/01/17,02:15:00,24,85
05/01/17,02:30:00,24,86
05/01/17,02:45:00,23.7,87
05/01/17,03:00:00,24,87
05/01/17,04:15:00,25.4,85
05/01/17,04:30:00,25.2,87
05/01/17,04:45:00,25.2,89
05/01/17,05:00:00,25.2,89
05/01/17,05:15:00,24.7,90
05/01/17,05:30:00,24.2,90
05/01/17,05:45:00,24,90
05/01/17,06:00:00,23.7,91
05/01/17,06:15:00,23.7,91
05/01/17,06:30:00,23.7,90
05/01/17,06:45:00,23.7,90
05/01/17,07:00:00,24.5,88
05/01/17,07:15:00,25.4,87
05/01/17,07:30:00,25.7,84
05/01/17,07:45:00,27.4,73
05/01/17,08:00:00,29.1,65
05/01/17,08:15:00,30.1,60
05/01/17,08:30:00,30.1,62
05/01/17,08:45:00,30.8,53
05/01/17,09:00:00,31.3,52
05/01/17,09:15:00,31.8,51
05/01/17,09:30:00,32.3,49
05/01/17,09:45:00,32.8,48
05/01/17,10:00:00,33,49
05/01/17,10:15:00,33,48
05/01/17,10:30:00,33.2,45
05/01/17,10:45:00,34,46
05/01/17,11:00:00,33.5,45
05/01/17,11:15:00,33.7,44
05/01/17,11:30:00,34.7,43
05/01/17,11:45:00,34,45
05/01/17,12:00:00,34.2,43
05/01/17,12:15:00,35.7,42
05/01/17,12:30:00,35.9,38
05/01/17,12:45:00,35.9,39
05/01/17,01:00:00,35.9,38
05/01/17,01:15:00,35.7,39
05/01/17,01:30:00,32.8,54
05/01/17,01:45:00,32.3,59
05/01/17,02:00:00,33.5,56
05/01/17,02:15:00,32.3,60
05/01/17,02:30:00,33.2,53
05/01/17,02:45:00,33.2,53
05/01/17,03:00:00,31.8,56
05/01/17,03:15:00,33.7,57
05/01/17,03:30:00,33,54
05/01/17,03:45:00,31.5,59
05/01/17,04:00:00,30.3,64
05/01/17,04:15:00,26.4,86
05/01/17,04:30:00,25.9,92
05/01/17,04:45:00,25.9,81
05/01/17,05:00:00,26.4,81
05/01/17,05:15:00,28.1,76
05/01/17,05:30:00,29.3,71
05/01/17,05:45:00,27.1,81
05/01/17,06:00:00,26.4,83
05/01/17,06:15:00,26.4,82
05/01/17,06:30:00,25.9,84
05/01/17,06:45:00,26.2,83
05/01/17,07:00:00,25.9,83
05/01/17,07:15:00,25.4,85
05/01/17,07:30:00,24.9,84
05/01/17,07:45:00,24.9,85
05/01/17,08:00:00,24.9,83
05/01/17,08:15:00,24.9,85
05/01/17,08:30:00,25.2,80
05/01/17,08:45:00,23.5,89
05/01/17,09:00:00,21.3,93
05/01/17,09:15:00,21.3,90
05/01/17,09:30:00,22,83
05/01/17,09:45:00,21.3,93
05/01/17,10:00:00,21.3,96
05/01/17,10:15:00,21.3,94
05/01/17,10:30:00,21.3,95
05/01/17,10:45:00,21,96
05/01/17,11:00:00,20.8,96
05/01/17,11:15:00,21,96
05/01/17,11:30:00,21,97
05/01/17,11:45:00,20.8,96
06/01/17,12:00:00,21,95
06/01/17,12:15:00,21.3,95
06/01/17,12:30:00,21.3,95
06/01/17,12:45:00,21.5,94
06/01/17,01:00:00,21.3,96
06/01/17,01:15:00,21.5,94
06/01/17,01:30:00,21.3,93
06/01/17,01:45:00,21.3,93
06/01/17,02:00:00,21.5,93
06/01/17,02:15:00,21.5,93
06/01/17,02:30:00,21.3,94
06/01/17,02:45:00,21.3,94
06/01/17,03:00:00,21,95
06/01/17,04:15:00,20.5,92
06/01/17,04:30:00,20.5,93
06/01/17,04:45:00,20.5,93
06/01/17,05:00:00,20.3,94
06/01/17,05:15:00,20.3,93
06/01/17,05:30:00,20.5,92
06/01/17,05:45:00,21,89
06/01/17,06:00:00,20.5,93
06/01/17,06:15:00,20.5,92
06/01/17,06:30:00,20.5,92
06/01/17,06:45:00,20.5,91
06/01/17,07:00:00,20.8,90
06/01/17,07:15:00,21,90
06/01/17,07:30:00,21,91
06/01/17,07:45:00,23,88
06/01/17,08:00:00,25.2,79
06/01/17,08:15:00,25.9,71
06/01/17,08:30:00,27.9,69
06/01/17,08:45:00,27.4,68
06/01/17,09:00:00,28.8,65
06/01/17,09:15:00,30.1,54
06/01/17,09:30:00,29.3,70
06/01/17,09:45:00,29.1,59
06/01/17,10:00:00,29.1,62
06/01/17,10:15:00,30.1,62
06/01/17,10:30:00,30.3,61
06/01/17,10:45:00,29.8,63
06/01/17,11:00:00,30.3,61
06/01/17,11:15:00,29.8,60
06/01/17,11:30:00,30.6,63
06/01/17,11:45:00,30.8,60
06/01/17,12:00:00,30.6,59
06/01/17,12:15:00,30.8,54
06/01/17,12:30:00,30.8,58
06/01/17,12:45:00,31.3,54
06/01/17,01:00:00,30.6,57
06/01/17,01:15:00,30.8,59
06/01/17,01:30:00,30.6,60
06/01/17,01:45:00,31,61
06/01/17,02:00:00,30.8,62
06/01/17,02:15:00,31,61
06/01/17,02:30:00,30.6,65
06/01/17,02:45:00,30.3,64
06/01/17,03:00:00,30.6,63
06/01/17,03:15:00,30.3,64
06/01/17,03:30:00,30.6,63
06/01/17,03:45:00,30.1,61
06/01/17,04:00:00,30.1,60
06/01/17,04:15:00,30.1,64
06/01/17,04:30:00,30.6,62
06/01/17,04:45:00,29.8,61
06/01/17,05:00:00,29.3,63
06/01/17,05:15:00,28.8,65
06/01/17,05:30:00,28.8,68
06/01/17,05:45:00,28.4,74
06/01/17,06:00:00,28.6,76
06/01/17,06:15:00,27.4,81
06/01/17,06:30:00,26.9,82
06/01/17,06:45:00,26.4,86
06/01/17,07:00:00,26.2,87
06/01/17,07:15:00,26.2,88
06/01/17,07:30:00,26.2,89
06/01/17,07:45:00,26.2,90
06/01/17,08:00:00,25.9,90
06/01/17,08:15:00,25.9,91
06/01/17,08:30:00,25.9,90
06/01/17,08:45:00,25.9,91
06/01/17,09:00:00,25.4,92
06/01/17,09:15:00,25.4,93
06/01/17,09:30:00,25.2,93
06/01/17,09:45:00,24.7,94
06/01/17,10:00:00,24.7,94
06/01/17,10:15:00,24.5,91
06/01/17,10:30:00,24.5,90
06/01/17,10:45:00,24.2,89
06/01/17,11:00:00,24,85
06/01/17,11:15:00,23.5,86
06/01/17,11:30:00,23.2,86
06/01/17,11:45:00,23,86
07/01/17,12:00:00,22.7,87
07/01/17,12:15:00,23,88
07/01/17,12:30:00,23.5,86
07/01/17,12:45:00,23.7,85
07/01/17,01:00:00,23.7,86
07/01/17,01:15:00,23.2,89
07/01/17,01:30:00,23,89
07/01/17,01:45:00,22.7,89
07/01/17,02:00:00,22.7,90
07/01/17,02:15:00,22.7,90
07/01/17,02:30:00,22.5,92
07/01/17,02:45:00,22.5,92
07/01/17,03:00:00,22.3,93
07/01/17,04:15:00,22,95
07/01/17,04:30:00,22,93
07/01/17,04:45:00,22,94
07/01/17,05:00:00,22,94
07/01/17,05:15:00,22,94
07/01/17,05:30:00,22,95
07/01/17,05:45:00,22,95
07/01/17,06:00:00,22,94
07/01/17,06:15:00,22,94
07/01/17,06:30:00,22,95
07/01/17,06:45:00,22.3,95
07/01/17,07:00:00,22.5,95
07/01/17,07:15:00,22.7,95
07/01/17,07:30:00,23,94
07/01/17,07:45:00,24.5,91
07/01/17,08:00:00,26.4,81
07/01/17,08:15:00,26.9,79
07/01/17,08:30:00,26.9,77
07/01/17,08:45:00,27.4,75
07/01/17,09:00:00,29.1,71
07/01/17,09:15:00,28.1,73
07/01/17,09:30:00,27.4,75
07/01/17,09:45:00,27.4,79
07/01/17,10:00:00,29.3,73
07/01/17,10:15:00,29.3,72
07/01/17,10:30:00,29.1,71
07/01/17,10:45:00,30.8,69
07/01/17,11:00:00,31.3,63
07/01/17,11:15:00,30.1,70
07/01/17,11:30:00,30.3,66
07/01/17,11:45:00,28.1,81
07/01/17,12:00:00,28.4,79
07/01/17,12:15:00,27.9,80
07/01/17,12:30:00,27.9,81
07/01/17,12:45:00,27.9,83
07/01/17,01:00:00,27.9,83
07/01/17,01:15:00,28.1,82
07/01/17,01:30:00,28.8,81
07/01/17,01:45:00,27.6,82
07/01/17,02:00:00,27.9,80
07/01/17,02:15:00,28.1,79
07/01/17,02:30:00,28.6,78
07/01/17,02:45:00,28.6,79
07/01/17,03:00:00,28.8,76
07/01/17,03:15:00,28.4,77
07/01/17,03:30:00,28.1,75
07/01/17,03:45:00,28.6,71
07/01/17,04:00:00,28.6,74
07/01/17,04:15:00,27.9,70
07/01/17,04:30:00,27.6,73
07/01/17,04:45:00,27.9,74
07/01/17,05:00:00,27.6,73
07/01/17,05:15:00,27.1,72
07/01/17,05:30:00,26.9,75
07/01/17,05:45:00,27.1,75
07/01/17,06:00:00,27.4,72
07/01/17,06:15:00,26.9,73
07/01/17,06:30:00,26.9,75
07/01/17,06:45:00,26.9,75
07/01/17,07:00:00,26.9,75
07/01/17,07:15:00,26.4,76
07/01/17,07:30:00,26.2,79
07/01/17,07:45:00,25.7,82
07/01/17,08:00:00,24.9,86
07/01/17,08:15:00,24.7,88
07/01/17,08:30:00,24.5,87
07/01/17,08:45:00,24.2,89
07/01/17,09:00:00,24.2,90
07/01/17,09:15:00,24.2,91
07/01/17,09:30:00,24.2,88
07/01/17,09:45:00,24.2,89
07/01/17,10:00:00,24,91
07/01/17,10:15:00,24,91
07/01/17,10:30:00,23.7,89
07/01/17,10:45:00,23.5,91
07/01/17,11:00:00,23.5,91
07/01/17,11:15:00,23.5,91
07/01/17,11:30:00,23.7,88
07/01/17,11:45:00,23.7,88
08/01/17,12:00:00,23.5,87
08/01/17,12:15:00,23.2,90
08/01/17,12:30:00,23.2,90
08/01/17,12:45:00,23.7,88
08/01/17,01:00:00,24,87
08/01/17,01:15:00,23.7,90
08/01/17,01:30:00,24,89
08/01/17,01:45:00,24,86
08/01/17,02:00:00,24.2,81
08/01/17,02:15:00,24.2,81
08/01/17,02:30:00,24.2,81
08/01/17,02:45:00,24,80
08/01/17,03:00:00,23.7,83
08/01/17,04:15:00,22.5,86
08/01/17,04:30:00,22.5,86
08/01/17,04:45:00,22.5,85
08/01/17,05:00:00,23,84
08/01/17,05:15:00,22.7,86
08/01/17,05:30:00,22.5,87
08/01/17,05:45:00,22,91
08/01/17,06:00:00,22.3,88
08/01/17,06:15:00,22.3,90
08/01/17,06:30:00,22.3,92
08/01/17,06:45:00,22.5,93
08/01/17,07:00:00,23,92
08/01/17,07:15:00,23.2,92
08/01/17,07:30:00,23.7,91
08/01/17,07:45:00,24,87
08/01/17,08:00:00,24.2,83
08/01/17,08:15:00,24.7,80
08/01/17,08:30:00,25.7,74
08/01/17,08:45:00,26.4,72
08/01/17,09:00:00,27.6,66
08/01/17,09:15:00,26.7,69
08/01/17,09:30:00,26.2,74
08/01/17,09:45:00,27.4,73
08/01/17,10:00:00,28.6,67
08/01/17,10:15:00,29.1,68
08/01/17,10:30:00,28.8,61
08/01/17,10:45:00,28.8,66
08/01/17,11:00:00,28.6,65
08/01/17,11:15:00,28.6,63
08/01/17,11:30:00,28.6,65
08/01/17,11:45:00,28.8,62
08/01/17,12:00:00,29.3,58
08/01/17,12:15:00,29.6,63
08/01/17,12:30:00,28.4,75
08/01/17,12:45:00,28.8,73
08/01/17,01:00:00,28.6,74
08/01/17,01:15:00,29.6,69
08/01/17,01:30:00,29.6,70
08/01/17,01:45:00,30.1,68
08/01/17,02:00:00,30.6,67
08/01/17,02:15:00,30.3,67
08/01/17,02:30:00,31.3,57
08/01/17,02:45:00,29.6,71
08/01/17,03:00:00,29.3,71
08/01/17,03:15:00,28.1,77
08/01/17,03:30:00,29.1,74
08/01/17,03:45:00,28.4,78
08/01/17,04:00:00,28.8,78
08/01/17,04:15:00,27.9,79
08/01/17,04:30:00,28.1,76
08/01/17,04:45:00,29.1,74
08/01/17,05:00:00,27.9,75
08/01/17,05:15:00,28.4,73
08/01/17,05:30:00,28.1,74
08/01/17,05:45:00,28.4,72
08/01/17,06:00:00,29.1,71
08/01/17,06:15:00,28.8,69
08/01/17,06:30:00,28.6,69
08/01/17,06:45:00,28.1,71
08/01/17,07:00:00,27.4,73
08/01/17,07:15:00,26.7,76
08/01/17,07:30:00,25.9,78
08/01/17,07:45:00,25.7,79
08/01/17,08:00:00,25.2,83
08/01/17,08:15:00,25.2,82
08/01/17,08:30:00,24.9,83
08/01/17,08:45:00,24.7,84
08/01/17,09:00:00,24.5,85
08/01/17,09:15:00,24.2,85
08/01/17,09:30:00,24.2,86
08/01/17,09:45:00,24,87
08/01/17,10:00:00,24,87
08/01/17,10:15:00,24,88
08/01/17,10:30:00,24,89
08/01/17,10:45:00,24,89
08/01/17,11:00:00,23.7,90
08/01/17,11:15:00,23.5,91
08/01/17,11:30:00,23.5,91
08/01/17,11:45:00,23.5,91
09/01/17,12:00:00,23.5,92
09/01/17,12:15:00,23.5,91
09/01/17,12:30:00,23.5,91
09/01/17,12:45:00,23.7,91
09/01/17,01:00:00,23.5,92
09/01/17,01:15:00,23.5,92
09/01/17,01:30:00,23.5,92
09/01/17,01:45:00,23.5,92
09/01/17,02:00:00,23.2,93
09/01/17,02:15:00,23,93
09/01/17,02:30:00,23,93
09/01/17,02:45:00,22.7,93
09/01/17,03:00:00,22.7,92
09/01/17,04:15:00,23.7,89
09/01/17,04:30:00,24,88
09/01/17,04:45:00,23.7,88
09/01/17,05:00:00,24,88
09/01/17,05:15:00,24,87
09/01/17,05:30:00,24,89
09/01/17,05:45:00,23.7,90
09/01/17,06:00:00,23.7,91
09/01/17,06:15:00,24,91
09/01/17,06:30:00,24,90
09/01/17,06:45:00,24.2,88
09/01/17,07:00:00,24.5,81
09/01/17,07:15:00,24.9,80
09/01/17,07:30:00,25.2,78
09/01/17,07:45:00,26.9,70
09/01/17,08:00:00,28.4,62
09/01/17,08:15:00,28.8,60
09/01/17,08:30:00,30.1,55
09/01/17,08:45:00,30.1,52
09/01/17,09:00:00,31.3,52
09/01/17,09:15:00,30.3,52
09/01/17,09:30:00,32,50
09/01/17,09:45:00,31.5,48
09/01/17,10:00:00,32.3,46
09/01/17,10:15:00,31.8,46
09/01/17,10:30:00,32.5,45
09/01/17,10:45:00,33,45
09/01/17,11:00:00,33.2,43
09/01/17,11:15:00,34.2,39
09/01/17,11:30:00,34.2,39
09/01/17,11:45:00,35.2,39
09/01/17,12:00:00,34.5,38
09/01/17,12:15:00,34.7,39
09/01/17,12:30:00,35.4,38
09/01/17,12:45:00,33.7,48
